Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2013	HSA04360 AXON GUIDANCE	59/128	0.0011413378334834	0.0047638448701918	0	0	1.7594836217835077	11.921476584446106	SEMA5A;ITGB1;GSK3B;NRP1;ROBO1;PPP3CA;RGS3;PPP3CC;CFL2;CFL1;RAC2;RAC3;RAC1;EPHB2;HRAS;EPHB4;EPHB3;NCK1;SEMA6B;ARHGEF12;UNC5A;UNC5B;UNC5C;UNC5D;RHOA;RASA1;MET;EPHA2;NFAT5;SEMA7A;ROCK1;ROCK2;GNAI3;CXCR4;GNAI1;GNAI2;EFNB2;EFNB1;NRAS;ABLIM1;EFNB3;ABLIM3;ABL1;SLIT1;PLXNA1;MAPK1;SLIT3;FYN;SLIT2;PAK2;PAK4;MAPK3;SEMA4B;SEMA4C;SEMA4F;NFATC4;CDK5;FES;PLXNB2
KEGG_2013	HSA01510 NEURODEGENERATIVE DISEASES	22/38	0.0012538057065219	0.0051219296947279	0	0	2.824472154222766	18.871913460949944	APP;CREBBP;HSPA5;BAD;PSEN2;ATN1;HTT;PSEN1;GFAP;SETX;UCHL1;CASP8;VAPB;CASP1;EP300;BAX;GRB2;APBA1;APOE;GAPDH;SNCA;BCL2L1
KEGG_2013	HSA04662 B CELL RECEPTOR SIGNALING PATHWAY	33/64	0.001426227795018	0.0057049111800723	0	0	2.187927326659251	14.336880021607284	GSK3B;NFAT5;IFITM1;CD81;PIK3R2;PIK3CB;PIK3R1;BCL10;PIK3CG;MALT1;RASGRP3;IKBKB;PPP3CA;NRAS;PPP3CC;AKT2;AKT3;RAC2;AKT1;RAC3;RAC1;IKBKG;HRAS;LYN;JUN;CHUK;FOS;NFATC4;NFKB2;NFKBIA;PIK3CA;CARD11;NFKBIB
KEGG_2013	HSA04920 ADIPOCYTOKINE SIGNALING PATHWAY	36/72	0.0018055574516331	0.0070748373615011	0	0	2.0555044464888077	12.984387050084386	PRKAA1;PRKAA2;IRS1;TRADD;SLC2A1;SLC2A4;ADIPOR1;TNF;ACACB;RELA;IKBKB;MAPK9;RXRA;AKT2;AKT3;AKT1;IKBKG;JAK2;JAK1;PCK2;PRKAB2;CPT1A;CHUK;ACSL1;STAT3;ACSL4;TRAF2;PTPN11;ACSL3;TYK2;TNFRSF1B;TNFRSF1A;NFKB2;NFKBIA;PPARA;NFKBIB
KEGG_2013	HSA00030 PENTOSE PHOSPHATE PATHWAY	16/26	0.0024369993590736	0.0093580775388429	0	0	3.2851115866707428	19.76647623133551	PRPS2;GPI;PRPS1;G6PD;RPE;TALDO1;PGD;DERA;PFKL;PGM3;PRPS1L1;ALDOA;TKT;PFKM;PGM1;PFKP
KEGG_2013	HSA04010 MAPK SIGNALING PATHWAY	106/257	0.0025956665639192	0.0095355092020427	0	0	1.446079659061516	8.609830934741627	ATF2;TNF;CRKL;RPS6KA4;RPS6KA3;RPS6KA6;FGF7;MYC;AKT2;RPS6KA2;AKT3;RPS6KA1;AKT1;PRKACA;PRKACB;MAP3K7;MAP3K5;PDGFRB;MAP2K3;MAP2K4;DAXX;MAP2K1;MAP2K2;CACNA2D1;MAPK8IP1;CDC25B;CACNB3;MAPKAPK3;DDIT3;MAPKAPK2;MAPKAPK5;RAF1;TP53;ATF4;MAX;RASGRP2;STK4;RASGRP3;STK3;RAP1B;RAP1A;RRAS;CD14;MAP2K7;MAP2K6;JUN;TGFB2;JUND;TGFB1;NFATC4;NFKB2;NR4A1;PPP5C;NF1;MAP3K10;GRB2;FGFR4;MAP3K14;FGF12;FGFR1;FGF10;ARRB2;ECSIT;DUSP14;IKBKB;PPP3CA;PPP3CC;RAC2;RAC3;RAC1;IKBKG;HRAS;DUSP3;CHUK;RRAS2;PLA2G4A;TRAF2;FOS;TGFBR1;TNFRSF1A;TGFBR2;PPM1A;PPM1B;TRAF6;RASA1;CRK;ACVR1B;EGFR;CACNG6;MAPK9;NRAS;MAPK7;GNA12;FLNA;MAPK1;FLNB;FLNC;PAK2;MAP4K4;MAPK3;NTRK1;MAP3K3;MOS;TAOK3;TAOK1;FAS
KEGG_2013	HSA00051 FRUCTOSE AND MANNOSE METABOLISM	23/42	0.0026818619630745	0.0095355092020427	0	0	2.48644142874401	14.722826300183158	PFKFB2;PFKFB1;MTMR1;MTMR2;PFKFB3;TPI1;MPI;PMM2;SORD;AKR1B1;MTMR6;HK1;PFKL;RDH12;GMDS;RDH11;PGM2;RDH14;RDH13;PHPT1;ALDOA;PFKM;PFKP
KEGG_2013	HSA00620 PYRUVATE METABOLISM	23/42	0.0026818619630745	0.0095355092020427	0	0	2.48644142874401	14.722826300183158	PDHA1;MDH1;MDH2;GLO1;AKR1B1;PDHB;ACACB;ACACA;ACAT1;LDHC;ALDH3A2;LDHB;LDHA;PC;ALDH1B1;ALDH2;DLAT;ACSS1;ALDH7A1;DLD;LDHAL6A;PCK2;ALDH9A1
KEGG_2013	HSA00790 FOLATE BIOSYNTHESIS	23/42	0.0026818619630745	0.0095355092020427	0	0	2.48644142874401	14.722826300183158	DDX18;DDX47;DDX55;DDX23;DDX56;SMARCA5;GGH;DDX54;DDX41;NUDT5;DDX50;SMARCA2;PTS;IFIH1;DHFR;SETX;DDX19A;ERCC3;RUVBL2;FPGS;ERCC2;ALPL;ASCC3
KEGG_2013	HSA05218 MELANOMA	35/71	0.0028181868398065	0.0098380340589611	0	0	1.9981007375611088	11.732171304595084	RB1;CDKN1A;ARAF;PIK3R2;PIK3CB;PIK3R1;PIK3CG;EGFR;FGF7;NRAS;CCND1;AKT2;AKT3;E2F1;AKT1;E2F2;MAPK1;E2F3;HRAS;MAPK3;PDGFRB;MAP2K1;MAP2K2;BAD;CDKN2A;CDK6;PIK3CA;CDK4;MDM2;RAF1;TP53;MET;FGF12;FGFR1;FGF10
KEGG_2013	HSA00630 GLYOXYLATE AND DICARBOXYLATE METABOLISM	10/14	0.0035132812029307	0.0118342103677666	0	0	5.130574221136225	28.993925986018223	CS;MDH1;MTHFD1L;MTHFD1;MDH2;MTHFD2;HAO1;ACO1;ACO2;HAO2
KEGG_2013	HSA01040 POLYUNSATURATED FATTY ACID BIOSYNTHESIS	10/14	0.0035132812029307	0.0118342103677666	0	0	5.130574221136225	28.993925986018223	PECR;HADHA;FADS2;ELOVL5;SCD;ACOX1;FASN;ELOVL6;HSD17B12;FADS1
KEGG_2013	HSA05030 AMYOTROPHIC LATERAL SCLEROSIS	12/19	0.0063803374581336	0.0211211171027871	0	0	3.5183972764174416	17.783859679142154	PPP3CA;GPX1;SSR4;BAD;CAT;NEFL;BAX;NEFM;RAC1;RAB5A;TP53;BCL2L1
KEGG_2013	HSA04720 LONG TERM POTENTIATION	33/69	0.0066053110185306	0.0214952494162355	0	0	1.883346104725415	9.454173805471216	CAMK2B;CAMK2D;ARAF;ADCY1;PPP1CB;RAP1B;PPP3CA;PPP1CC;RPS6KA3;RPS6KA6;NRAS;PPP3CC;RAP1A;RPS6KA2;RPS6KA1;EP300;MAPK1;PRKACA;HRAS;PRKACB;MAPK3;MAP2K1;CREBBP;PPP1R12A;MAP2K2;GRIN2D;PPP1CA;GNAQ;CALM3;RAF1;CALM1;CALM2;ATF4
KEGG_2013	HSA05050 DENTATORUBROPALLIDOLUYSIAN ATROPHY	10/15	0.007448951124248	0.0238366435975936	0	0	4.104153940134392	20.109049371188146	MAGI1;ITCH;CASP8;MAGI2;ATN1;CASP1;WWP1;WWP2;GAPDH;INS
KEGG_2013	HSA05110 CHOLERA INFECTION	21/41	0.0110023229228215	0.0346302623144548	0	0	2.1558972005507115	9.722339339106952	ATP6V1A;ARF3;ARF4;ARF1;ATP6V1G1;ACTG2;ACTG1;PDIA4;SEC61A1;ADCY9;SEC61G;ATP6V0A2;GNAS;ATP6V1H;SEC61B;ATP6V0D1;ATP6V0C;ARF5;TRIM23;ATP6V0A1;ARF6
KEGG_2013	HSA04512 ECM RECEPTOR INTERACTION	39/87	0.0125561915018462	0.0388836898121691	0	0	1.669370302193588	7.307737590249951	ITGB1;LAMA5;SDC4;LAMA2;LAMC3;ITGB4;LAMA1;ITGB3;SDC2;COL11A1;LAMA3;COL11A2;LAMC2;LAMC1;HMMR;THBS1;VTN;ITGA4;VWF;LAMB3;ITGA3;LAMB2;FN1;GP1BA;LAMB1;FNDC3A;COL1A1;COL2A1;COL1A2;COL4A2;COL5A1;COL4A4;COL6A2;COL6A1;COL6A3;ITGA6;CD47;AGRN;CD44
KEGG_2013	HSA00670 ONE CARBON POOL BY FOLATE	10/16	0.014064378954311	0.0428628691940907	0	0	3.419873752799837	14.582717845529189	DHFR;ALDH1L1;MTHFD1L;MTHFD1;SHMT2;MTHFD2;MTHFR;MTR;TYMS;GART
KEGG_2013	HSA05060 PRION DISEASE	9/14	0.0155240423613607	0.0452613878453537	0	0	3.693174530462666	15.383421171621867	HSPA5;LAMA1;LAMB1;RPSA;LAMC1;TNF;HSPD1;GFAP;NFE2L2
KEGG_2013	HSA00071 FATTY ACID METABOLISM	23/47	0.0155586020718403	0.0452613878453537	0	0	1.9676995664371333	8.191811931980103	GCDH;ACADVL;CPT1A;ACSL1;HSD17B4;ACSL4;ACSL3;HSD17B10;ACADSB;ACAT1;HADHB;ALDH3A2;HADHA;ACADL;ALDH1B1;ALDH2;ACOX1;EHHADH;ACADM;HADH;ACADS;ALDH7A1;ALDH9A1
KEGG_2013	HSA04330 NOTCH SIGNALING PATHWAY	23/47	0.0155586020718403	0.0452613878453537	0	0	1.9676995664371333	8.191811931980103	NOTCH2;JAG2;NOTCH3;HDAC2;NUMBL;CREBBP;NOTCH1;JAG1;CTBP2;HDAC1;CTBP1;MAML1;PSEN2;PSEN1;RBPJ;APH1A;NCSTN;ADAM17;SNW1;DVL1;DVL2;EP300;DVL3
KEGG_2013	HSA00190 OXIDATIVE PHOSPHORYLATION	54/128	0.0159884372679427	0.0458176112752985	0	0	1.4998504039094445	6.203215520223992	NDUFA13;NDUFA12;COX4I1;NDUFA10;TCIRG1;ATP12A;COX7C;UQCRFS1;COX8A;ATP6V1G1;ATP6AP1;SDHA;SDHB;COX6B1;NDUFS8;PPA2;NDUFS7;PPA1;NDUFS5;UQCRC1;ATP6V1B2;NDUFS3;NDUFS2;NDUFS1;UQCRC2;ATP6V0D1;ATP6V0C;ATP6V1B1;ATP6V1A;NDUFB9;NDUFB8;NDUFB7;NDUFB10;NDUFB11;COX15;NDUFB5;NDUFB1;COX7A2;COX5B;COX5A;UQCRH;ATP6V0A2;ATP6V1H;CYC1;NDUFV2;NDUFV1;ATP6V0A1;NDUFA9;NDUFA5;NDUFA4;NDUFA3;COX6C;ATP4A;UQCRQ
KEGG_2013	HSA03060 PROTEIN EXPORT	6/8	0.0180261646129588	0.0508974059660013	0	0	6.153846153846154	24.713421457943788	OXA1L;SRP19;SRP72;SRP54;SRP68;SRP9
KEGG_2013	HSA04650 NATURAL KILLER CELL MEDIATED CYTOTOXICITY	55/132	0.0198291573642392	0.0551767857091875	0	0	1.4680037784758684	5.755458300826248	IFNA4;IFNA6;ITGB2;IFNA2;ARAF;ICAM2;PIK3CB;ITGAL;TNF;PIK3CG;ICAM1;PPP3CA;PPP3CC;RAC2;RAC3;RAC1;HRAS;MAP2K1;IFNA14;MAP2K2;IFNGR1;IFNA17;HLA-B;HLA-C;HLA-A;HLA-G;HLA-E;NCR1;PIK3CA;LCK;RAF1;IFNA10;NFAT5;SHC1;PIK3R2;PIK3R1;NRAS;PTK2B;MAPK1;FYN;BID;MICA;MAPK3;TNFRSF10B;GZMB;TNFRSF10A;PTPN11;KIR3DL1;KIR3DL2;TNFRSF10D;NFATC4;FAS;KLRD1;GRB2;CD244
KEGG_2013	HSA00500 STARCH AND SUCROSE METABOLISM	37/84	0.0201430797311159	0.0552495901196322	0	0	1.6170832694372028	6.314539544232408	GPI;PYGB;AMY2A;DDX47;AMY2B;GBE1;UXS1;DDX23;PYGM;DDX41;NUDT5;HK1;IFIH1;GYS1;RUVBL2;PGM3;ENPP1;UGT1A4;ASCC3;GUSB;PGM1;DDX18;UGT1A1;AMY1A;GAA;DDX55;DDX56;SMARCA5;DDX54;DDX50;SMARCA2;SETX;DDX19A;UGDH;ERCC3;ERCC2;UGT2B4
KEGG_2013	HSA01430 CELL COMMUNICATION	57/138	0.0217158671695592	0.0587245985430333	0	0	1.4462675257937525	5.538788213961128	LAMC3;ITGB4;LAMC2;LAMC1;ACTB;LMNB2;ACTG1;LMNB1;GJA1;KRT27;KRT6A;KRT4;VWF;KRT1;KRT8;KRT34;KRT32;KRT31;COL2A1;COL4A2;KRT39;COL4A4;COL6A2;COL6A1;COL6A3;DSG1;ITGA6;DSC1;DSC3;COL17A1;KRT81;LAMA5;LAMA2;LAMA1;COL11A1;LAMA3;COL11A2;THBS1;VTN;GJA10;LMNA;PRPH;LAMB3;LAMB2;FN1;KRT13;LAMB1;KRT10;COL1A1;KRT19;COL1A2;DES;KRT18;COL5A1;KRT15;VIM;NES
KEGG_2013	HSA04540 GAP JUNCTION	42/98	0.0233156156635768	0.0621749751028714	0	0	1.5407458563535912	5.791096591336137	TUBAL3;SRC;HTR2B;GNAI3;ADCY2;ADCY1;EGFR;ADCY6;GNAI1;GNAI2;TUBB8;TUBA1C;TUBA3E;TUBB6;GJA1;TUBA1B;NRAS;TUBA3D;TUBA1A;TUBA3C;MAPK7;TUBB3;TUBB1;MAPK1;PRKACA;PRKACB;HRAS;MAPK3;PDGFRB;MAP2K1;MAP2K2;TUBB;TUBA4A;TJP1;TUBB2B;ADCY9;TUBB2A;GNAQ;GNAS;GRB2;RAF1;TUBA8
KEGG_2013	HSA00010 GLYCOLYSIS AND GLUCONEOGENESIS	29/64	0.0245007140015849	0.0644402340863604	0	0	1.7014331663129334	6.310705822027876	GPI;ENO1;PDHB;ENO3;HK1;LDHC;LDHB;LDHA;ALDH2;ALDH1B1;ALDH3B1;PGM3;PGK1;DLAT;ACSS1;PGM1;TPI1;PDHA1;AKR1A1;ALDH3A2;PFKL;ALDOA;ALDH7A1;DLD;GAPDH;PFKM;LDHAL6A;PFKP;ALDH9A1
KEGG_2013	HSA00480 GLUTATHIONE METABOLISM	19/39	0.0280332996921441	0.0727350478498875	0	0	1.9499770607126472	6.969924298071621	GSTM2;GPX2;G6PD;GPX1;GPX4;GSTP1;MGST3;IDH1;GSS;GPX5;IDH2;MGST1;MGST2;TXNDC12;OPLAH;GCLC;GSTA4;ANPEP;GGT1
KEGG_2013	HSA00052 GALACTOSE METABOLISM	16/32	0.0323079443899726	0.0827083376383298	0	0	2.05227759095078	7.044324050549975	B4GALT1;GAA;AKR1B1;HK1;PFKL;RDH12;RDH11;GLB1;PGM3;RDH14;RDH13;PFKM;GLA;PGM1;PFKP;GALK1
KEGG_2013	HSA05120 EPITHELIAL CELL SIGNALING IN HELICOBACTER PYLORI INFECTION	30/68	0.0332566924025803	0.0840169071223083	0	0	1.621033281733746	5.517185569738852	ATP6V1A;SRC;TCIRG1;RELA;EGFR;IKBKB;MAPK9;ATP6V0A2;ATP6V1H;RAC1;IKBKG;ATP6V0A1;LYN;MAP2K4;ATP6V1G1;JUN;ATP6AP1;CHUK;ADAM10;PTPN11;NFKB2;NFKBIA;TJP1;ADAM17;ATP6V1B2;ATP6V0D1;ATP6V0C;MET;MAP3K14;ATP6V1B1
KEGG_2013	HSA03030 DNA POLYMERASE	13/25	0.0363501629428296	0.0906393673379648	0	0	2.222943722943723	7.368072771425901	RFC5;PRIM2;POLM;PRIM1;REV1;POLB;POLD3;POLE4;POLA1;POLA2;POLD1;POLE3;POLE
KEGG_2013	HSA00330 ARGININE AND PROLINE METABOLISM	17/35	0.0378473786707209	0.0931627782663899	0	0	1.938269717508366	6.346270221228834	RARS2;OAT;NOS3;ARG1;CKMT1A;PYCR1;PYCR2;ASS1;GLUD1;GLUD2;GATM;P4HA1;P4HA2;P4HA3;CKB;NOS1;LAP3
KEGG_2013	HSA00053 ASCORBATE AND ALDARATE METABOLISM	6/9	0.0391429241886129	0.0951321701799201	0	0	4.102258852258852	13.293515887272426	ALDH3A2;UGDH;ALDH1B1;ALDH2;ALDH7A1;ALDH9A1
KEGG_2013	HSA00740 RIBOFLAVIN METABOLISM	9/16	0.0450868444547684	0.1082084266914443	0	0	2.637589163012892	8.174323417701476	MTMR1;MTMR2;FLAD1;ACP6;ENPP1;ACP2;PHPT1;ACP1;MTMR6
KEGG_2013	HSA04916 MELANOGENESIS	42/102	0.046086191932722	0.1092413438405263	0	0	1.4375997544505832	4.4238421970675015	CAMK2B;GSK3B;CAMK2D;WNT8A;GNAI3;ADCY2;FZD10;ADCY1;ADCY6;GNAI1;GNAI2;NRAS;CREB3L1;DVL1;DVL2;EP300;DVL3;MAPK1;PRKACA;PRKACB;HRAS;MAPK3;TCF7L2;MAP2K1;CREBBP;TCF7L1;MAP2K2;FZD2;FZD7;WNT5A;FZD6;GNAO1;CREB3;ADCY9;CREB1;GNAQ;GNAS;CTNNB1;CALM3;RAF1;CALM1;CALM2
KEGG_2013	HSA04370 VEGF SIGNALING PATHWAY	30/70	0.0495924012701999	0.116118793218029	0	0	1.5397518382352942	4.6252877345583485	NFAT5;SRC;PXN;PIK3R2;PIK3CB;PIK3R1;PTGS2;PIK3CG;PPP3CA;NRAS;PPP3CC;AKT2;AKT3;RAC2;AKT1;RAC3;MAPK1;RAC1;HRAS;MAPK3;MAP2K1;MAP2K2;BAD;NOS3;PLA2G4A;NFATC4;PIK3CA;MAPKAPK3;MAPKAPK2;RAF1
KEGG_2013	HSA00230 PURINE METABOLISM	57/145	0.0574490552712514	0.1328942001455454	0	0	1.3305260729118598	3.8011223514520354	PDE3B;NUDT5;ENPP1;PDE8B;POLE;RFC5;ADSL;ENTPD4;PDE4D;ENTPD6;NME2;AMPD2;NME4;NME1;APRT;ADCY9;NME6;POLR1A;POLR1B;POLR1C;PDE5A;HPRT1;GART;PRPS2;PRIM2;PRPS1;CANT1;PRIM1;GMPS;ADCY2;ADCY1;NT5C2;ADCY6;POLD3;POLR2A;POLR2B;POLD1;POLR2C;POLR2D;POLR2E;POLR2G;POLR2H;PRPS1L1;POLR2I;POLR2J;POLR2K;POLR2L;RRM2;POLR3GL;PAICS;POLE4;POLA1;POLA2;POLR3A;IMPDH2;POLE3;ITPA
KEGG_2013	HSA00530 AMINOSUGARS METABOLISM	14/29	0.0599567471968314	0.1370439935927574	0	0	1.9150162999185003	5.389108375837934	MTMR1;MTMR2;GFPT2;GFPT1;MTMR6;HK1;CYB5R1;CYB5R3;NAGK;PGM3;NANS;PHPT1;CTBS;GNE
KEGG_2013	HSA04660 T CELL RECEPTOR SIGNALING PATHWAY	38/93	0.0622472147184589	0.1406054732464014	0	0	1.4185889570552148	3.938912952744007	NFAT5;PIK3R2;PIK3CB;PIK3R1;BCL10;CBL;TNF;PIK3CG;MALT1;IKBKB;PPP3CA;NRAS;PPP3CC;AKT2;AKT3;AKT1;FYN;IKBKG;HRAS;PAK2;PDK1;NCK1;PAK4;JUN;CHUK;FOS;RHOA;NFATC4;NFKB2;NFKBIA;CD4;PIK3CA;LCK;CDK4;GRB2;MAP3K14;CARD11;NFKBIB
KEGG_2013	HSA00062 FATTY ACID ELONGATION IN MITOCHONDRIA	6/10	0.0710835071596377	0.1568739468350626	0	0	3.0764652014652016	8.133866148933393	HADHB;HADHA;PPT1;HSD17B4;HADH;HSD17B10
KEGG_2013	HSA00521 STREPTOMYCIN BIOSYNTHESIS	6/10	0.0710835071596377	0.1568739468350626	0	0	3.0764652014652016	8.133866148933393	ISYNA1;IMPA1;IMPA2;PGM3;PGM1;HK1
KEGG_2013	HSA00930 CAPROLACTAM DEGRADATION	8/15	0.0808796851347	0.1764647675666182	0	0	2.344165757906216	5.895090694758297	HADHA;EHHADH;AKR1A1;SIRT5;HSD17B4;HADH;SIRT1;HSD17B10
KEGG_2013	HSA00730 THIAMINE METABOLISM	5/8	0.0824496189295222	0.1778688408367222	0	0	3.418027366600539	8.529919212744376	THTPA;MTMR1;MTMR2;PHPT1;MTMR6
KEGG_2013	HSA00061 FATTY ACID BIOSYNTHESIS	4/6	0.0948253627067404	0.2000710949416941	0	0	4.101312175770522	9.661536418813744	FASN;MCAT;ACACB;ACACA
KEGG_2013	HSA00900 TERPENOID BIOSYNTHESIS	4/6	0.0948253627067404	0.2000710949416941	0	0	4.101312175770522	9.661536418813744	IDI1;SQLE;IDI2;FDFT1
KEGG_2013	HSA00251 GLUTAMATE METABOLISM	14/31	0.102637854065804	0.2142007389199388	0	0	1.68946857471595	3.846157092598298	GSS;GFPT2;CAD;GFPT1;GMPS;ABAT;GLS;GLUD1;GLUD2;GCLC;ALDH5A1;NAGK;GLUL;EARS2
KEGG_2013	HSA00471 D GLUTAMINE AND D GLUTAMATE METABOLISM	3/4	0.106318126090932	0.2172775788883269	0	0	6.151487414187643	13.787448633366012	GLUD1;GLUD2;GLS
KEGG_2013	HSA00550 PEPTIDOGLYCAN BIOSYNTHESIS	2/2	0.1075071353874534	0.2172775788883269	0	0	26884.0	59956.64458911988	PGLYRP2;GLUL
KEGG_2013	HSA00660 C5 BRANCHED DIBASIC ACID METABOLISM	2/2	0.1075071353874534	0.2172775788883269	0	0	26884.0	59956.64458911988	SUCLA2;ILVBL
KEGG_2013	HSA04612 ANTIGEN PROCESSING AND PRESENTATION	33/83	0.1089349821114115	0.217869964222823	0	0	1.354593103448276	3.0031384223430178	IFNA4;IFNA6;HSP90AB1;IFNA2;HLA-DMB;B2M;CTSB;PDIA3;CD74;HSP90AA1;IFNA14;HSPA5;IFNA17;TAP2;HLA-B;TAP1;HLA-C;KIR3DL1;HLA-A;KIR3DL2;HLA-G;TAPBP;HLA-E;CD4;CREB1;CANX;PSME1;HLA-DPB1;PSME2;KLRD1;CALR;HLA-DQB1;IFNA10
KEGG_2013	HSA00511 N GLYCAN DEGRADATION	8/16	0.1166725420513642	0.230939464678989	0	0	2.050992366412214	4.4063192948645815	MANBA;GLB1;MAN2B2;FUCA1;FUCA2;NEU1;MAN2B1;MAN2C1
KEGG_2013	HSA03320 PPAR SIGNALING PATHWAY	28/70	0.1239046567893751	0.2427519806485717	0	0	1.368044920877999	2.856810101098832	SLC27A1;FADS2;RXRA;ACADL;SCP2;UBC;HMGCS2;ACADM;PCK2;CPT1A;GK;ACSL1;APOA2;APOA1;APOC3;ACSL4;ACSL3;SORBS1;APOA5;FABP5;ACOX1;SCD;EHHADH;SLC27A6;PPARG;PPARA;SLC27A2;SLC27A4
KEGG_2013	HSA00400 PHENYLALANINE TYROSINE AND TRYPTOPHAN BIOSYNTHESIS	5/9	0.1365830129656233	0.2648882675696937	0	0	2.563329772623226	5.103135087679517	PAH;FARSA;YARS2;FARS2;FARSB
KEGG_2013	HSA00363 BISPHENOL A DEGRADATION	7/14	0.1391157391500349	0.267102219168067	0	0	2.050831934055869	4.045161472477629	PON3;DHRS7;RDH12;RDH11;PON2;RDH14;RDH13
KEGG_2013	HSA00380 TRYPTOPHAN METABOLISM	24/60	0.1462585052460103	0.2780359703686533	0	0	1.367819610243853	2.629468568602648	PRMT6;PRMT5;GCDH;METTL2B;PRMT3;HSD17B4;OGDHL;HSD17B10;ACAT1;ALDH3A2;HADHA;ALDH2;ALDH1B1;NFX1;KYNU;EHHADH;CARM1;CAT;LNX1;OGDH;CYP1B1;HADH;ALDH7A1;ALDH9A1
KEGG_2013	HSA00220 UREA CYCLE AND METABOLISM OF AMINO GROUPS	13/30	0.1501436750120479	0.2798794718671186	0	0	1.5685525547117245	2.9742307059105437	ACY1;ARG1;ASS1;SRM;AGMAT;ALDH3A2;GATM;ALDH1B1;ALDH2;SMS;ALDH18A1;ALDH7A1;ALDH9A1
KEGG_2013	HSA04140 REGULATION OF AUTOPHAGY	13/30	0.1501436750120479	0.2798794718671186	0	0	1.5685525547117245	2.9742307059105437	BECN1;IFNA4;PRKAA1;IFNA6;PRKAA2;IFNA14;IFNA17;IFNA2;PIK3R4;INS;ULK2;PIK3C3;IFNA10
KEGG_2013	HSA05020 PARKINSONS DISEASE	8/17	0.1594482265150516	0.2943659566431722	0	0	1.8229686174724344	3.3470360233202165	UCHL1;GPR37;UBB;UBE2L6;UBA1;UBE2G2;SNCAIP;SNCA
KEGG_2013	HSA00410 BETA ALANINE METABOLISM	11/25	0.1627668444910404	0.2976308013550454	0	0	1.6115123611686923	2.925598367229274	ALDH3A2;HADHA;ALDH1B1;ALDH2;EHHADH;SMS;ABAT;ACADM;ALDH7A1;SRM;ALDH9A1
KEGG_2013	HSA00625 TETRACHLOROETHENE DEGRADATION	4/7	0.1650126113007063	0.2988907676390153	0	0	2.734004679076391	4.925947480095408	RDH12;RDH11;RDH14;RDH13
KEGG_2013	HSA04664 FC EPSILON RI SIGNALING PATHWAY	29/75	0.1674845563686871	0.3005330357269901	0	0	1.2935065626935345	2.3113204823560496	PIK3R2;PIK3CB;PIK3R1;TNF;PIK3CG;MAPK9;NRAS;AKT2;AKT3;RAC2;AKT1;RAC3;MAPK1;FYN;RAC1;MAP2K7;HRAS;PDK1;MAPK3;MAP2K6;MAP2K3;LYN;MAP2K4;MAP2K1;MAP2K2;PLA2G4A;PIK3CA;GRB2;RAF1
KEGG_2013	HSA00563 GLYCOSYLPHOSPHATIDYLINOSITOL ANCHOR BIOSYNTHESIS	10/23	0.1904078705037686	0.3385028808955886	0	0	1.5775809407452657	2.616554957064972	PIGS;PIGU;PIGT;PGAP1;PIGO;GPAA1;PIGQ;PIGK;PIGG;PIGX
KEGG_2013	HSA03022 BASAL TRANSCRIPTION FACTORS	14/34	0.193494324909861	0.3408340402081956	0	0	1.4357273838630806	2.358192415304435	GTF2B;TAF9;GTF2H1;GTF2H2;GTF2H3;GTF2F1;GTF2F2;GTF2H4;TAF6L;TAF7;TAF6;TAF4;GTF2I;TAF1
KEGG_2013	HSA00750 VITAMIN B6 METABOLISM	3/5	0.2018677053341811	0.3495481575589017	0	0	3.0755148741418763	4.921262736803704	PSAT1;PNPO;PDXP
KEGG_2013	HSA00680 METHANE METABOLISM	5/10	0.20208252858874	0.3495481575589017	0	0	2.050511216236838	3.278929645881745	SHMT2;CAT;MTHFR;LPO;PRDX6
KEGG_2013	HSA01030 GLYCAN STRUCTURES BIOSYNTHESIS 1	43/117	0.2059686416060426	0.353089099896073	0	0	1.1923088091929228	1.883885293821161	GALNT12;DPAGT1;B4GALT3;GALNT14;GALNT13;B4GALT1;CHPF;RPN2;RPN1;XYLT2;HS6ST2;GALNT10;HS2ST1;FUT8;EXTL2;GANAB;MAN2A1;MGAT5;GCNT3;CHST13;CHST14;MGAT2;EXTL3;GALNT6;ALG8;ST6GAL1;GALNT5;ALG6;GALNT2;GALNT1;ALG14;ALG13;B3GALT6;ALG11;ALG1;DDOST;EXT1;EXT2;DAD1;STT3B;MAN1B1;OGT;B4GALT7
KEGG_2013	HSA04912 GNRH SIGNALING PATHWAY	36/97	0.2103725793719565	0.3574472145081032	0	0	1.21082238677666	1.8875209089724063	CAMK2B;CAMK2D;SRC;ADCY2;ADCY1;PLD1;EGFR;ADCY6;MAPK9;NRAS;MAPK7;PTK2B;MAPK1;PRKACA;MAP2K7;PRKACB;HRAS;MAP2K6;MAPK3;MAP2K3;MAP2K4;MAP3K3;MAP2K1;JUN;MAP2K2;PLA2G4A;MMP14;ADCY9;GNAQ;GNAS;CALM3;GRB2;RAF1;CALM1;CALM2;ATF4
